categories,city,avg(stars)
Archery,Oakdale,4.0
Refinishing Services,Peoria,4.5
Fast Food,Medina Township,3.0
Blood & Plasma Donation Centers,Stuttgart,3.5
Motorcycle Dealers,Glenshaw,4.0
Laser Eye Surgery/Lasik,Avondale,4.0
Japanese,Carnegie,4.0
Furniture Assembly,Vaughan,4.5
Fences & Gates,Waunakee,5.0
Motorsport Vehicle Repairs,Henderson,5.0
Spiritual Shop,Mesa,5.0
Pet Services,Finleyville,3.5
Health Retreats,Pittsburgh,3.0
Officiants,Cave Creek,5.0
Real Estate Agents,Sun City,3.5
Italian,Schwaikheim,4.5
Plumbing,Thomasboro,3.5
Caterers,South Euclid,5.0
Diners,Homestead,3.0
Masonry/Concrete,Tonronto,5.0
American (Traditional),Cuddy,3.0
Middle Eastern,Coraopolis,4.0
Southern,Macedonia,4.5
Boat Tours,Cleveland,5.0
Veterinarians,South Euclid,3.0
Special Education,Chandler,5.0
Chinese,Saint-Leonard,4.5
Portuguese,Montreal,4.0
Pet Sitting,Orange Village,3.5
Session Photography,Mint Hill,5.0
Diagnostic Services,Rocky River,3.0
Event Planning & Services,Saint-Philippe,3.5
Libraries,Medina,4.5
Property Management,McKees Rocks,2.75
Barbeque,Montreal-Ouest,3.5
Public Transportation,Chester,3.0
Towing,Mentor,2.0
Departments of Motor Vehicles,Phoenix,3.125
Sporting Goods,Tempe,3.852112676056338
Waxing,Las Vegas,4.372516556291391
Trainers,Phoenix,4.308743169398907
Restaurants,El Mirage,3.3333333333333335
Chinese,Richmond Hill,3.157258064516129
Tabletop Games,Phoenix,4.0
Pizza,Euclid,3.2777777777777777
Grocery,Champaign,3.62
Home Decor,Charlotte,3.6954545454545453
Mexican,Pittsburgh,3.4098360655737703
Public Transportation,Phoenix,2.96875
Chinese,Henderson,3.306122448979592
Roadside Assistance,Mesa,3.3
Women's Clothing,Thornhill,3.0
Pizza,Chandler,3.403225806451613
Nail Salons,Strongsville,3.8529411764705883
Home Cleaning,Las Vegas,4.02863436123348
Body Shops,Robinson Township,2.8333333333333335
Bankruptcy Law,Scottsdale,4.181818181818182
Automotive,Matthews,3.482456140350877
Caterers,Beachwood,3.0
Home & Garden,Brookpark,5.0
Fast Food,Champaign,2.7037037037037037
Medical Centers,Chandler,3.4791666666666665
Doctors,Mississauga,2.7083333333333335
Gluten-Free,Henderson,3.880952380952381
Bakeries,Amherst,3.9166666666666665
Churches,Charlotte,4.38
Public Services & Government,Pittsburgh,3.6690140845070425
Japanese,North York,3.1964285714285716
Framing,Cuyahoga Falls,3.0
Baby Gear & Furniture,Mesa,3.85
Preventive Medicine,Tempe,2.5
American (Traditional),King City,4.0
Periodontists,Toronto,3.823529411764706
Massage,Cornelius,4.461538461538462
Auto Repair,Stow,3.142857142857143
Grocery,Esslingen,4.25
Sporting Goods,Concord,3.3214285714285716
Trainers,Richmond Hill,3.3333333333333335
Music & Video,Glendale,3.825
Chicken Wings,Gastonia,2.466666666666667
Tax Services,Anthem,4.0
Vocational & Technical School,Las Vegas,4.0576923076923075
Meat Shops,Cornelius,4.5
Real Estate Services,Glendale,3.796875
Nightlife,Paradise Valley,3.85
Department Stores,North Olmsted,2.888888888888889
Nightlife,Goodyear,3.3260869565217392
Pet Stores,Pittsburgh,3.6785714285714284
Burgers,Sheffield Village,2.5
Beauty & Spas,Laval,3.55
Transmission Repair,Avondale,3.5
Beer,Gilbert,3.676470588235294
Sandwiches,Pineville,3.75
Gyms,Kent,2.5
Sushi Bars,Medina,3.875
Local Services,Woodbridge,2.95
Pizza,Tuscola,4.0
Sports Bars,Bethel Park,3.0
Accessories,McMurray,2.5
Barbeque,Woodbridge,4.5
Gyms,Chagrin Falls,2.5
Gastroenterologist,Las Vegas,3.0384615384615383
Pet Sitting,Oakville,4.125
Parks,Peoria,4.1875
Beer,Lake Wylie,3.75
German,Böblingen,3.736842105263158
Cantonese,Las Vegas,3.4615384615384617
Home Staging,Henderson,4.0
Sandwiches,Caledon,4.25
Italian,Dollard-Des-Ormeaux,3.5
Donuts,Pittsburgh,3.25
Vacation Rentals,Mesa,3.25
Food,City of Edinburgh,3.25
DUI Law,Concord,3.5
Accessories,Tempe,3.7
Computers,Stowe,2.5
Traditional Norwegian,Moss,4.5
Coffee & Tea,Leinfelden-Echterdingen,4.25
Fishing,Henderson,3.0
Podiatrists,Toronto,4.1
Auto Detailing,Montréal,2.642857142857143
Obstetricians & Gynecologists,Waiblingen,2.0
Real Estate Services,Avon Lake,2.5
Wedding Planning,Willoughby Hills,1.0
Chicken Wings,Sun City,2.25
Imported Food,Mesa,3.7857142857142856
Hotels,Gilbert,3.5
Real Estate,North Ridgeville,5.0
Convenience Stores,Independence,3.5
Airports,Mississauga,2.8214285714285716
Laundry Services,North Royalton,4.0
Donuts,Strongsville,3.25
Gay Bars,Montréal,3.3846153846153846
Pet Services,Rocky River,4.375
Hotels,Orange,2.0
Air Duct Cleaning,Peoria,5.0
Security Services,Bedford Heights,5.0
Session Photography,Lakewood,5.0
Hardware Stores,Vaughan,3.2142857142857144
Shopping,Enterprise,3.625
Session Photography,Oakdale,5.0
Peruvian,Toronto,4.0
Steakhouses,North Olmsted,2.8333333333333335
Pet Adoption,Monticello,2.5
Wigs,Sun City,2.0
Jewelry,Sun City,4.0
Festivals,Ludwigsburg,4.5
Photography Stores & Services,Oregon,3.0
Mags,North Olmsted,3.4375
Shades & Blinds,Charlotte,4.25
Public Services & Government,Avondale,3.3333333333333335
Food,Schomberg,4.333333333333333
Glass & Mirrors,Verona,4.5
Tapas Bars,Edinburgh,3.9166666666666665
Pet Services,Nottingham,3.5
Waffles,Montréal,3.875
Tree Services,Elyria,2.5
Home Services,South Park,5.0
Office Cleaning,Madison,4.111111111111111
Fabric Stores,Madison,3.4285714285714284
Community Service/Non-Profit,Oakville,3.0
Eyewear & Opticians,Cornelius,3.5
Gluten-Free,Fairview Park,3.75
Towing,Urbana,3.5
Divorce & Family Law,Chandler,4.375
Gutter Services,Toronto,2.25
Car Rental,Beachwood,2.3333333333333335
Chicken Wings,Sun Lakes,1.5
Herbs & Spices,Huntersville,5.0
Car Rental,MESA,3.8333333333333335
Computers,Newmarket,2.0
Soup,Twinsburg,3.25
Montessori Schools,Scottsdale,4.25
Recreation Centers,Willoughby,3.5
Supernatural Readings,Montréal,4.833333333333333
Food Delivery Services,Robinson Twp.,4.5
Trainers,Surprise,4.125
Wine Bars,Kernen im Remstal,4.5
Body Shops,Brookpark,3.25
Filipino,Ajax,4.0
Misting System Services,Phoenix,4.5
Vegetarian,Stow,3.0
Airport Lounges,Dorval,3.0
Landscape Architects,Mint Hill,1.0
Apartments,Orange,2.0
Hospitals,Monroeville,3.3333333333333335
Television Service Providers,Cleveland,1.5
Car Dealers,Middleton,3.5
Jewelry,Paradise Valley,2.5
Windows Installation,Willoughby,5.0
Laundry Services,Independence,3.5
Art Museums,Stuttgart,4.0
Flowers & Gifts,Wesley Chapel,3.75
French,L'assomption,4.5
Active Life,Roosevelt,3.4
Skin Care,Avon Lake,3.0
Blow Dry/Out Services,Edinburgh,4.5
Pubs,Kirtland,4.333333333333333
Education,Sewickley,5.0
Pizza,Northfield,3.5454545454545454
Mobile Phones,Independence,3.4
Courthouses,Charlotte,4.5
Massage,Waxhaw,4.0
Retirement Homes,Chandler,2.7222222222222223
Hydrotherapy,Cornelius,5.0
Ethnic Food,Firth of Forth,4.5
Arts & Entertainment,N. Ridgeville,1.5
Recycling Center,North Las Vegas,2.6
Malaysian,Madison,4.5
Hotels,Solon,3.6666666666666665
Marketing,Boulder City,5.0
Plumbing,West Mifflin,5.0
Batting Cages,Medina,2.5
Delis,Chester,5.0
Medical Centers,Cave Creek,5.0
Interior Design,Matthews,5.0
Hair Stylists,Carefree,5.0
Hair Salons,Moon Township,2.5
Cosmetic Dentists,Mount Holly,5.0
Greek,Wexford,4.0
Body Shops,Ogden,5.0
Party & Event Planning,Lorain,4.0
Performing Arts,Oakmont,4.5
Mobile Phone Repair,Pineville,4.0
Makeup Artists,Boulder City,5.0
Country Clubs,Beachwood,5.0
Breakfast & Brunch,Ambridge,3.25
Fruits & Veggies,Dallas,4.5
Planetarium,Champaign,4.0
Caterers,Sainte-Adele,4.0
Surgeons,Wexford,2.5
Beauty & Spas,Mentor On the Lake,4.25
Gutter Services,Irwin,1.0
Beer Gardens,Neuhausen,4.0
Hair Removal,Aurora,4.0
Ophthalmologists,Glendale,3.3333333333333335
Office Equipment,Surprise,4.0
Fast Food,Beauharnois,4.0
Costumes,Goodyear,3.0
Bars,Indian Trail,3.25
Irish,Surprise,4.0
Cupcakes,Champaign,3.75
Printing Services,Westmount,2.5
Skin Care,Munhall,5.0
Cupcakes,Chardon,4.5
Teppanyaki,Woodbridge,4.5
Restaurants,Fisher,4.0
Fast Food,Plum,3.0
Acupuncture,Fort Mill,5.0
Skate Shops,Charlotte,5.0
Photographers,Cornelius,5.0
Paddleboarding,Boulder City,4.625
Appliances & Repair,Belmont,3.5
Insurance,Mayfield Heights,1.0
Movers,Maple Heights,5.0
Fashion,Lorain,3.0
Photographers,Goodyear,5.0
Vegetarian,Outremont,4.5
Car Wash,Concord,3.125
Coffee & Tea,Spring Valley,3.0
Libraries,Waddell,4.5
Falafel,Laval,3.5
Mini Golf,Strongsville,4.0
Yoga,Concord,4.5
Train Stations,Champaign,3.0
Notaries,Nellis Afb,3.5
Flowers & Gifts,Elyria,4.5
Soup,Brooklyn,3.0
Restaurants,Mt Lebanon,4.5
Blow Dry/Out Services,Thornhill,2.5
Banks & Credit Unions,Bethel Park,3.5
Trinidadian,Madison,4.5
Mediterranean,Waxhaw,3.0
Hotels,Oakwood Village,1.5
Pharmacy,Pittsburgh,2.0
Hot Dogs,Macedonia,3.5
Calligraphy,Henderson,4.0
Sandwiches,Greenfield Park,3.5
Hair Salons,N Las Vegas,5.0
Dermatologists,Etobicoke,2.5
Home Services,Westmount,4.0
Keys & Locksmiths,Cave Creek,3.75
Spanish,Berea,4.5
Internet Cafes,Verdun,3.5
Watch Repair,Peoria,3.5
Restaurants,Green Valley,4.0
Tax Services,Mississauga,4.75
Pet Breeders,Gilbert,3.5
IT Services & Computer Repair,Shaker Heights,1.5
Hypnosis/Hypnotherapy,Chandler,5.0
Barbeque,Whitchurch-Stouffville,4.25
Optometrists,Parma,4.5
Wigs,Glendale,4.0
Photography Stores & Services,Monona,3.0
Diners,Westmount,3.0
Chinese,Saint-Jerome,4.0
Shoe Stores,Mayfield Heights,4.0
Arts & Entertainment,Cottage Grove,4.5
Specialty Food,Delson,5.0
Gastropubs,Palgrave,5.0
Cinema,Indian Trail,4.0
Food,East Mississauga,3.5
Electronics,Stouffville,3.0
Sandwiches,Sainte-Marguerite-du-Lac-Masson,4.0
Restaurants,Sainte-Marguerite-du-Lac-Masson,4.0
Parks,Berry,4.5
Caribbean,Beachwood,3.5
Laser Eye Surgery/Lasik,Gilbert,2.5
Hair Salons,San Tan Valley,4.5
Modern European,Caledon,4.5
Floral Designers,columbia station,4.5
Paint & Sip,Mesa,4.5
Placenta Encapsulations,Pittsburgh,5.0
Restaurants,Bellvue,4.25
Carpeting,Hudson,5.0
Professional Services,London,3.0
Foundation Repair,Twinsburg,3.5
Portuguese,Maple,3.5
Car Window Tinting,Gibsonia,5.0
Home Services,Centennial Hills,3.0
Propane,North Olmsted,3.5
Fishmonger,Ludwigsburg,5.0
Lebanese,Coraopolis,4.0
Libraries,Gilbert,4.0
Herbs & Spices,Beachwood,4.5
Montessori Schools,Madison,5.0
Professional Services,Stow,1.0
Jewelry Repair,North Olmsted,5.0
Cupcakes,Newbury,4.5
Lighting Fixtures & Equipment,Montréal,4.5
Meat Shops,Olmsted Falls,3.5
Mobile Phones,Esslingen,4.5
Music & DVDs,Surprise,4.0
IT Services & Computer Repair,Henderson (Green Valley),2.5
Health Markets,Urbana,3.3333333333333335
Burgers,Unionville,3.0
Wine Tasting Room,Carnegie,4.5
Painters,North Royalton,4.75
Smokehouse,Huntersville,4.0
Automotive,Ingram,4.0
Coffee & Tea,Lowell,4.5
Active Life,Mississauga,3.662037037037037
Local Flavor,Phoenix,4.145631067961165
Grocery,Phoenix,3.2640845070422535
Caterers,Stuttgart,4.09375
Vietnamese,Montréal,3.652317880794702
Professional Services,Huntersville,3.8125
Japanese,Peoria,3.6818181818181817
Appliances,West Mifflin,2.625
Blow Dry/Out Services,Las Vegas,4.660714285714286
Cardiologists,Chandler,3.4375
Local Services,Mahomet,4.5
Beauty & Spas,Markham,3.433333333333333
Grocery,Scarborough,3.3026315789473686
Furniture Reupholstery,Las Vegas,4.366666666666666
Lighting Fixtures & Equipment,Mesa,4.466666666666667
Jewelry,Vaughan,2.0
Car Stereo Installation,Las Vegas,3.9814814814814814
Professional Services,Indian Trail,2.9166666666666665
Keys & Locksmiths,Scottsdale,3.909090909090909
Wholesale Stores,Laval,4.0
Health & Medical,Montréal,3.516304347826087
Water Heater Installation/Repair,Toronto,3.125
Ethnic Food,Brampton,3.4166666666666665
Automotive,Stoughton,3.3125
Shipping Centers,Las Vegas,3.2781954887218046
Thai,Scottsdale,3.8518518518518516
Active Life,Bridgeville,3.9
Chinese,Pineville,3.375
Hair Stylists,Pickering,3.0
Roofing,Pittsburgh,2.8666666666666667
Vehicle Shipping,Las Vegas,3.75
Carpet Cleaning,Laveen Village,4.5
Car Rental,Montréal,2.75
Custom Cakes,Surprise,4.166666666666667
Vitamins & Supplements,Gilbert,3.576923076923077
Towing,Las Vegas,3.659090909090909
Auto Parts & Supplies,Chandler,3.6216216216216215
Chicken Shop,Henderson,3.5
Discount Store,Glendale,3.1041666666666665
Public Services & Government,North Las Vegas,3.0416666666666665
Horseback Riding,Saint-Lazare,2.0
Car Dealers,Scarborough,2.9
Shopping,Leith,3.1666666666666665
Handyman,Fort Mill,3.75
Apartments,las vegas,2.5
Active Life,Homestead,3.9
Aerial Fitness,Henderson,3.5
Chicken Wings,Pickering,3.2083333333333335
Special Education,Scottsdale,4.4
Computers,Surprise,3.75
Countertop Installation,Charlotte,3.0
Car Dealers,Cleveland,3.0166666666666666
Coffee & Tea,Richmond Hill,3.29
Hotels & Travel,Cuyahoga Falls,3.2142857142857144
Car Dealers,Elyria,3.4
Libraries,Phoenix,3.730769230769231
Professional Services,Goodyear,4.208333333333333
Music & DVDs,Cleveland Heights,3.5
Estate Planning Law,Phoenix,4.242857142857143
Home Services,Robinson Township,4.5
Mags,Madison,3.8444444444444446
Tex-Mex,Plum,3.5
Shopping,Oakmont,5.0
Keys & Locksmiths,Mesa,4.678571428571429
Transmission Repair,Surprise,4.071428571428571
Grocery,North York,3.3333333333333335
Burgers,Ajax,3.0
Car Wash,Schönaich,5.0
Vehicle Shipping,Cleveland,4.833333333333333
Discount Store,Chandler,3.3095238095238093
Criminal Defense Law,Fountain Hills,5.0
Active Life,Fairview Park,4.083333333333333
Bakeries,Caledon,4.375
Yoga,Stuttgart,3.25
Beauty & Spas,Coraopolis,4.357142857142857
Outdoor Gear,Strongsville,3.25
Radio Stations,Scottsdale,3.8333333333333335
Day Spas,Belmont,4.5
Web Design,Avondale,3.8333333333333335
Car Dealers,Brampton,2.8214285714285716
Plumbing,Waxhaw,5.0
Piercing,Tuscola,5.0
Golf,Fountain Hills,4.0
Fireplace Services,Las Vegas,4.333333333333333
Doctors,Avondale,2.9423076923076925
Local Services,Sewickley,4.0
RV Dealers,Peoria,4.416666666666667
Sporting Goods,Sun Prairie,4.125
Caterers,Bethel Park,4.166666666666667
Float Spa,Waxhaw,5.0
Nutritionists,Monona,4.5
Trainers,Leinfelden-Echterdingen,5.0
Motorcycle Gear,Peoria,3.6666666666666665
Chinese,Gibsonia,4.375
Workers Compensation Law,Fairlawn,2.0
Photography Stores & Services,Oakville,2.5
Cafes,Warrensville Heights,4.5
Street Vendors,Rocky River,3.5
Appliances & Repair,Pineville,2.25
Walking Tours,Las Vegas,4.6
Shopping,W Henderson,3.0
Home Inspectors,Broadview Hts,5.0
General Dentistry,Indian Trail,3.6
Swimming Pools,Scarborough,4.5
Auto Repair,McKees Rocks,5.0
Mortgage Brokers,Brampton,4.5
Tacos,Cuyahoga Falls,4.0
Hotels & Travel,Gerlingen,4.0
Organic Stores,Olmsted Falls,4.5
Roofing,Rocky River,4.5
Cajun/Creole,McKeesport,2.5
Food Delivery Services,Cuyahoga Falls,3.625
Solar Installation,Mesa,3.727272727272727
Tires,Irwin,2.3333333333333335
Landscape Architects,Goodyear,3.8333333333333335
Bookstores,Surprise,4.0
Outdoor Gear,Markham,3.0
Ethnic Food,Painesville,4.0
Education,Saint-Laurent,3.0
Wraps,Las Vegas,3.5789473684210527
Airsoft,Brampton,4.5
Wallpapering,Indian Trail,5.0
Chiropractors,North York,4.0
Propane,Las Vegas,3.3333333333333335
Coffee & Tea,Cornelius,3.8636363636363638
Food,columbia station,4.5
Landscaping,Goodyear,2.9375
DJs,Edinburgh,3.5
Cafeteria,Bellevue,4.0
Caribbean,Mesa,4.125
Heating & Air Conditioning/HVAC,Concord,3.4444444444444446
Piercing,Madison,4.125
Mexican,McKees Rocks,4.25
Discount Store,South Euclid,2.1666666666666665
Trainers,Lyndhurst,2.5
Contractors,Sun City,4.285714285714286
Paint Stores,Pittsburgh,4.166666666666667
Hot Dogs,Laval,4.0
Ayurveda,Scottsdale,5.0
Burgers,N Las Vegas,2.5
Bagels,Brampton,3.5
Candy Stores,McKeesport,3.5
Convenience Stores,Monroeville,3.5
Home Services,Wilmerding,3.0
Swabian,Ditzingen,3.75
Breakfast & Brunch,Nobleton,4.0
Car Share Services,Cleveland,4.0
Fitness & Instruction,Mont-Royal,4.5
Game Truck Rental,Toronto,2.5
Food,Dalkeith,3.6666666666666665
Packing Supplies,Avondale,4.75
Nightlife,Saint-Jean-sur-Richelieu,4.375
Health & Medical,Bellevue,4.5
Nightlife,Saint-Sauveur,3.9285714285714284
Sugar Shacks,Saint-Isidore-De-Laprairie,3.5
Electronics,Twinsburg,3.5
Specialty Food,Kernen,4.0
Bakeries,Bay Village,4.5
Greek,Chester,2.6666666666666665
Signmaking,Pineville,2.25
Caterers,Harrisburg,1.5
Optometrists,Dollard-des-Ormeaux,1.75
Religious Organizations,Surprise,4.3
Cafes,Glenshaw,3.5
Carpet Cleaning,Carnegie,4.5
Shopping,Hemmingen,3.25
Grocery,Hemmingen,3.0
Mobile Phone Repair,Wexford,4.0
Family Practice,Fountain Hills,2.5
Hats,Scottsdale,3.8333333333333335
Food,Cheswick,3.9
Parks,Coraopolis,4.0
Desserts,Bay Village,4.333333333333333
Printing Services,Pickering,2.5
Heating & Air Conditioning/HVAC,Bethel Park,2.7
Event Planning & Services,Mirabel,4.5
Furniture Repair,Cleveland,4.5
Eyelash Service,Mentor,3.5
Do-It-Yourself Food,Markham,2.625
Child Care & Day Care,Concord,3.8333333333333335
Pet Training,Willoughby,2.25
Chinese,Mississuaga,4.0
Bus Tours,Phoenix,4.5
Coffee & Tea,Vaudreuil-Dorion,4.5
Computers,Lakewood,4.75
Team Building Activities,Gilbert,5.0
TV Mounting,Toronto,3.875
Property Management,Cornelius,1.0
Boot Camps,Westlake,3.0
Auto Repair,Brentwood,3.5
Optometrists,Middleton,4.5
General Dentistry,Independence,3.0
Pizza,McKnight,3.5
Auto Glass Services,Sun Prairie,3.0
Auction Houses,Pittsburgh,1.0
Beauty & Spas,McKees Rocks,3.9166666666666665
Japanese,St-Leonard,5.0
Automotive,Sun City West,3.4166666666666665
American (Traditional),Brossard,3.0
Makeup Artists,Avon,4.0
Restaurant Supplies,Peoria,3.5
Coffee & Tea,Inverness,4.0
Tanning,North Ridgeville,2.25
Pubs,East Gwillimbury,3.0
Sri Lankan,Brampton,4.0
Golf,Canonsburg,3.5
Car Wash,North Huntingdon,3.0
Tattoo,Vaughan,4.25
Acupuncture,Carnegie,5.0
Water Purification Services,Charlotte,3.4166666666666665
Post Offices,Penicuik,3.0
Restaurants,Wilkins Township,3.5
Farmers Market,Mount Horeb,4.5
Hair Stylists,Middleton,3.75
Tex-Mex,Willoughby,1.5
Gyms,Fairlawn,4.333333333333333
Interval Training Gyms,Davidson,5.0
Barbeque,Brook Park,1.0
Sandwiches,El Mirage,3.0
Barbeque,Millvale,4.0
Stadiums & Arenas,Tempe,3.9166666666666665
Local Services,Concord Twp.,3.5
Paint Stores,Toronto,3.5
Performing Arts,Sun Prairie,3.5
Races & Competitions,Fort McDowell,3.5
Sewing & Alterations,Moon Township,3.5
Italian,Remseck,3.75
Pet Cremation Services,Bridgeville,5.0
Pool & Hot Tub Service,Sewickley,5.0
Restaurants,Neville Island,2.0
Imported Food,Monona,3.5
Caribbean,Mentor,2.5
Mexican,Brossard,2.0
Pets,Berea,3.5
Noodles,Middleton,3.0
Lounges,Wexford,3.5
Saunas,Gilbert,5.0
Art Classes,Wexford,4.0
Florists,Ft. Mill,3.5
Irish,Waxhaw,3.5
Italian,Richmond Heights,3.0
Paint-Your-Own Pottery,Sewickley,5.0
Sporting Goods,Belmont,4.0
Hobby Shops,East York,3.5
Property Management,Gastonia,1.6666666666666667
Nurseries & Gardening,Mahomet,3.5
Home Services,Mahomet,5.0
Imported Food,Dorval,3.0
Italian,Bedford Heights,3.5
Obstetricians & Gynecologists,Sun Prairie,3.5
Spanish,Peoria,5.0
Automotive,Weston,3.0
Zoos,Phoenix,4.0
Eyewear & Opticians,Lyndhurst,1.5
Golf,Hudson,2.0
Door Sales/Installation,Lakewood,4.5
Recycling Center,Cuyahoga Falls,2.0
Keys & Locksmiths,North Olmsted,5.0
Home Decor,Sun City West,4.0
Nightlife,las vegas,3.0
Bars,Burntisland,4.0
Bars,L'ile-Perrot,4.5
Shopping,Presto,5.0
Breakfast & Brunch,New Eagle,4.0
Delis,East York,4.0
Shipping Centers,Coraopolis,1.0
Spray Tanning,Avondale,4.0
Furniture Assembly,Mesa,5.0
Shopping,Dallas,2.0
Thai,Inverness,3.5
Vintage & Consignment,Avon,4.0
Preschools,Independence,5.0
Hair Salons,Caledon,5.0
Furniture Stores,Parma Heights,3.0
Videos & Video Game Rental,Gastonia,4.0
Insulation Installation,Scottsdale,5.0
Bars,Saint-Jerome,4.5
Florists,Ajax,2.5
Diners,Woodbridge,3.5
Food Delivery Services,Parma,4.0
Sandwiches,Richmond Hts,4.5
Restaurants,Lacolle,4.5
Home & Garden,Stallings,4.0
Internet Service Providers,Independence,3.0
Hiking,Cleveland,5.0
Body Shops,Indian Land,5.0
Musical Instrument Services,Oakville,4.5
Hot Dogs,Sainte-Madeleine,4.0
Food,South Park Township,3.5
Medical Spas,Laveen,3.5
Public Services & Government,El Mirage,3.0
Hardware Stores,Allison Park,2.5
Nightlife,St-Leonard,2.5
Shopping,N. OLMSTED,4.0
Fast Food,Vimont,4.0
Packing Supplies,Pittsburgh,4.5
Irish Pub,Rocky River,4.5
Bagels,Pleasant Hills,3.0
Beauty & Spas,Bradford,3.5
Caterers,Schwieberdingen,3.0
Brewing Supplies,Phoenix,2.5
Car Share Services,Las Vegas,3.0
Food Delivery Services,Turtle Creek,2.5
American (New),Trafford,3.0
Dentists,Squirrel Hill,4.5
Active Life,Oka,4.0
Internet Cafes,Boulder City,4.5
Orthodontists,Huntersville,4.0
Recreation Centers,Beachwood,4.5
Urgent Care,Braddock,2.5
Dry Cleaning & Laundry,Verona,1.5
Rehabilitation Center,Fountain Hills,3.5
Mobile Phones,Willoughby,3.5
Challenge Courses,Cleveland Heights,4.5
Libraries,Middleton,4.0
Optometrists,Streetsboro,4.0
Trainers,Richmond Heights,3.0
Watch Repair,Las Vegas,4.203125
Shopping,Cave Creek,4.1484375
Fast Food,Las Vegas,2.8088235294117645
Recreation Centers,Champaign,3.875
CPR Classes,Chandler,5.0
Shipping Centers,Champaign,2.8
Burgers,Vaughan,2.973684210526316
Bars,Markham,3.27
Ice Cream & Frozen Yogurt,Tempe,3.7941176470588234
Recreation Centers,Tempe,3.7
Hair Stylists,Glendale,4.3431372549019605
Event Planning & Services,Anthem,4.125
Jewelry,Phoenix,4.0
Chicken Wings,Stow,3.0
Gyms,Goodyear,3.7222222222222223
Hot Tub & Pool,Mesa,3.7884615384615383
Day Spas,Murrysville,4.416666666666667
Desserts,Champaign,3.6
Nail Salons,Mississauga,3.108695652173913
Vinyl Records,Toronto,4.1
Food,Cornelius,3.890909090909091
American (Traditional),Vaughan,3.0961538461538463
