city,categories,count
glendale,Food Trucks,154
north las vegas,Installment Loans,9
lyndhurst,Recycling Center,3
unionville,Health & Medical,10
mint hill,Massage Therapy,3
mount horeb,Hair Salons,3
chardon,Hot Dogs,11
oakville,Shared Office Spaces,17
westlake,Department Stores,29
chagrin falls,Donuts,21
tolleson,Sports Clubs,10
stowe,Computers,5
indian trail,Bars,256
glendale,Herbs & Spices,7
beachwood,Swimming Pools,49
mesa,Commercial Truck Repair,36
gilbert,Psychiatrists,77
unionville,Local Services,7
gastonia,Carpeting,3
harrison city,Party & Event Planning,4
tempe,Hearing Aid Providers,30
peoria,Periodontists,47
coraopolis,Breweries,10
tempe,Izakaya,464
scottsdale,Nurse Practitioner,16
north york,Cosmetic Dentists,15
scottsdale,British,651
tallmadge,Specialty Food,32
cornelius,Sports Clubs,9
scottsdale,Emergency Pet Hospital,289
madison,Life Insurance,9
nobleton,Diners,4
frazer,Pet Groomers,18
scottsdale,Bubble Tea,268
north las vegas,Gun/Rifle Ranges,166
brooklyn,Beauty & Spas,16
pittsburgh,Russian,97
tolleson,Education,22
bridgeville,General Dentistry,17
springfield,American (Traditional),3
richmond hill,Kids Activities,13
glendale,Guitar Stores,46
fountain hills,Laboratory Testing,3
harrisburg,Convenience Stores,3
scarborough,Furniture Reupholstery,3
beachwood,Cafes,16
bethel park,Electronics,7
sun city west,Shipping Centers,13
edinburgh,Food Court,71
tempe,Mobile Home Parks,4
tempe,Powder Coating,9
madison,Hats,14
scarborough,Screen Printing,4
parma,Kitchen & Bath,3
mahomet,Cosmetics & Beauty Supply,6
avondale,Wholesalers,12
markham,Afghan,122
urbana,Garage Door Services,8
concord,Pretzels,8
windsor,American (Traditional),52
swissvale,Local Flavor,11
chandler,Neuropathologists,4
warrensville heights,Hair Removal,12
surprise,Tanning Beds,14
cuyahoga falls,Junk Removal & Hauling,5
champaign,Real Estate Law,3
fairview park,Vegan,165
belmont,Limos,7
newmarket,Used,4
chagrin falls,Art Galleries,4
berea,Makeup Artists,5
east cleveland,Pizza,15
glenshaw,Grocery,8
burton,Fitness & Instruction,4
pittsburgh,Opera & Ballet,99
boulder city,Ophthalmologists,6
cleveland,Reiki,9
mcmurray,Gold Buyers,8
olmsted falls,Appliances & Repair,4
pickering,Flea Markets,18
vaughan,Austrian,47
franklin park,Building Supplies,5
peoria,Packing Supplies,4
kent,Orthodontists,3
cave creek,Hobby Shops,15
litchfield park,Golf Equipment,22
finleyville,Caterers,7
tempe,Pool & Billiards,52
elyria,Tree Services,3
henderson,Cannabis Tours,34
peninsula,Boat Repair,3
north ridgeville,Real Estate,4
north las vegas,Gluten-Free,61
york,Sushi Bars,9
brecksville,Tapas Bars,44
copley,Delis,22
goodyear,Financial Advising,3
murrysville,Transportation,6
livingston,Japanese,8
scottsdale,Concept Shops,18
avalon,Home Services,4
brooklyn heights,Building Supplies,4
glendale,Private Tutors,5
cuyahoga falls,Libraries,4
woodbridge,Noodles,9
las vegas,Salad,40338
tempe,ATV Rentals/Tours,40
pittsburgh,Party Equipment Rentals,47
avondale,Thrift Stores,33
cleveland,Trainers,173
goodyear,Home Services,879
scottsdale,Banks & Credit Unions,486
scarborough,British,108
madison,Dive Bars,783
henderson,Buffets,4956
richmond hill,Car Dealers,56
north las vegas,American (New),960
mayfield heights,Printing Services,13
mesa,Pain Management,60
goodyear,Restaurants,11987
fort mill,Chicken Wings,416
mesa,Arts & Entertainment,3174
gilbert,Painters,149
madison,Doctors,280
toronto,Supernatural Readings,70
phoenix,Art Classes,330
new kensington,Hardware Stores,3
monroeville,Venues & Event Spaces,50
avondale,Landscaping,88
toronto,Car Share Services,90
willoughby,Breakfast & Brunch,434
scarborough,Chocolatiers & Shops,24
edinburgh,Fruits & Veggies,91
avondale,Fire Departments,3
las vegas,Scooter Rentals,90
henderson,Martial Arts,367
cleveland,Go Karts,12
pineville,Movers,46
monroeville,Comfort Food,64
sun city west,Optometrists,30
stuttgart,Cinema,274
concord,Mexican,800
monroeville,Fashion,151
harrisburg,Pizza,161
henderson,Fertility,73
mesa,Shopping Centers,526
edinburgh,Nail Salons,195
avondale,Videos & Video Game Rental,15
madison,General Dentistry,242
las vegas,Bingo Halls,118
middleton,Hair Salons,109
matthews,Car Dealers,233
tallmadge,Shopping,30
brecksville,Pet Groomers,9
medina,Gold Buyers,5
champlain,Shipping Centers,6
heidelberg,Pets,11
huntersville,Session Photography,4
matthews,Coffee & Tea,418
glendale,Boot Camps,84
west mifflin,Bookstores,3
cuyahoga falls,Hair Salons,82
avalon,Eyewear & Opticians,3
gilbert,Blow Dry/Out Services,423
glendale,Painters,70
cleveland heights,Veterinarians,49
matthews,Chicken Wings,81
edinburgh,Swimming Pools,111
surprise,Gyms,231
henderson,Auto Detailing,822
cleveland,Zoos,208
champaign,Interior Design,18
toronto,Web Design,51
indian trail,Southern,42
cornelius,Pizza,415
cornelius,Bars,1507
medina,Tea Rooms,32
phoenix,Noodles,2915
oakville,Hotels & Travel,126
mentor,General Dentistry,14
lakewood,Sewing & Alterations,42
madison,Post Offices,49
stuttgart,Arts & Crafts,29
stuttgart,Eyebrow Services,3
las vegas,Golf Lessons,61
brampton,British,44
north las vegas,Couriers & Delivery Services,39
westlake,Seafood,360
stuttgart,Post Offices,28
chandler,Home & Rental Insurance,74
fort mill,Convenience Stores,139
belleville,Specialty Food,3
henderson,Art Schools,209
las vegas,Smokehouse,597
elyria,Latin American,4
euclid,Donuts,18
pickering,Furniture Stores,9
willoughby,Professional Services,42
streetsboro,Delis,3
middleton,Music & Video,7
cleveland,Casinos,254
chandler,Surgeons,24
oakville,Tanning,3
independence,Counseling & Mental Health,3
north las vegas,Bike Repair/Maintenance,49
carefree,Nightlife,291
stuttgart,Oriental,15
north las vegas,Chicken Wings,1176
henderson,Knitting Supplies,63
lake wylie,Accessories,3
irwin,Sandwiches,111
brampton,Dry Cleaning,3
champaign,Buffets,167
gilbert,Keys & Locksmiths,50
painesville,Education,6
west homestead,Arts & Entertainment,152
brampton,Wine Bars,64
henderson,Butcher,62
goodyear,Bike Rentals,51
paradise,Mediterranean,5
avondale,Vehicle Shipping,6
independence,Financial Services,17
boulder city,Music Venues,348
windsor,Local Services,3
montreal,Boat Charters,12
tallmadge,Contractors,4
charlotte,Internet Cafes,381
upper saint clair,Wine & Spirits,25
toronto,First Aid Classes,4
gastonia,Pest Control,3
kannapolis,Sushi Bars,18
wilmerding,Cafes,3
avon,Waxing,16
cleveland,Bike Rentals,78
anthem,Internet Cafes,13
pineville,Amusement Parks,113
de forest,Event Planning & Services,15
el mirage,Piercing,28
concord,Outdoor Gear,76
maple,Doctors,6
warrensville,Car Dealers,5
woodbridge,Appliances,12
gibsonia,Mexican,67
sun city,Bookstores,5
surprise,Kickboxing,7
surprise,Podiatrists,11
waunakee,Cosmetic Dentists,3
indian trail,Furniture Stores,17
champaign,Uniforms,5
woodmere,Jewelry,31
york,Home Services,28
stow,Garage Door Services,4
fountain hills,Self Storage,11
champaign,Cards & Stationery,26
murrysville,Physical Therapy,8
summerlin south,Parks,10
sewickley,Ophthalmologists,11
phoenix,Addiction Medicine,35
allison park,Car Rental,4
phoenix,Process Servers,10
vaughan,Party Supplies,5
aurora,Bagels,19
stoughton,Toy Stores,12
willowdale,Party & Event Planning,7
wexford,Bagels,25
tempe,Metal Fabricators,22
goodyear,Adult Education,20
mint hill,IT Services & Computer Repair,8
twinsburg,Libraries,7
pineville,Sushi Bars,159
stow,Podiatrists,3
medina,Cosmetic Dentists,6
medina,Local Flavor,3
canonsburg,Pet Sitting,6
cleveland,Tanning Beds,9
chardon,Trainers,3
stoughton,Fruits & Veggies,13
wilkinsburg,Chicken Wings,22
richmond heights,Appliances & Repair,4
cuyahoga falls,Contractors,11
chester,Drugstores,7
wexford,Breweries,100
tempe,Maternity Wear,5
upper saint clair,Dentists,3
oakville,Nurseries & Gardening,3
strongsville,Waxing,49
mayfield heights,Auto Parts & Supplies,9
rocky river,Photography Stores & Services,7
boulder city,Private Tutors,9
thomasboro,Home Services,3
las vegas,Himalayan/Nepalese,232
mahomet,Nail Salons,5
peoria,Skate Parks,8
tempe,Kosher,16
pineville,Arts & Crafts,34
avondale,Plumbing,6
brooklyn,Men's Hair Salons,5
maple,Japanese,16
mahomet,Coffee & Tea,18
champaign,Gymnastics,3
hudson,Pasta Shops,66
hudson,Middle Eastern,94
middleburg heights,Butcher,28
canonsburg,Dry Cleaning & Laundry,56
charlotte,Firearm Training,16
mcmurray,Photography Stores & Services,4
sheffield lake,Salad,9
verona,Handyman,4
fairview,Shades & Blinds,3
north las vegas,Lactation Services,5
chardon,Seafood,26
anthem,Convenience Stores,9
pittsburgh,Trailer Repair,14
tolleson,American (New),49
highland heights,Caterers,17
lakewood,Adult Entertainment,5
berea,Sporting Goods,7
fairport harbor,Sandwiches,6
cleveland,Strip Clubs,15
mentor-on-the-lake,Shopping,3
surprise,Packing Services,6
montreal,Chicken Shop,36
mahomet,Appliances & Repair,3
avondale,Data Recovery,16
wickliffe,Soul Food,6
sun lakes,Event Planning & Services,23
mount holly,Massage,4
litchfield park,Interval Training Gyms,7
fountain hills,Wineries,42
gilbert,Mediators,4
trafford,Local Flavor,3
parma,Printing Services,5
newbury,Jewelry,16
berea,Photographers,3
concord,Pan Asian,3
indian trail,Outdoor Furniture Stores,4
lyndhurst,Golf Equipment,11
tallmadge,Venues & Event Spaces,3
urbana,Elementary Schools,4
champaign,Batting Cages,7
trafford,Shopping,3
cave creek,Food Trucks,44
mcmurray,Registration Services,5
sun prairie,Gluten-Free,205
twinsburg,Golf,5
pepper pike,Sports Wear,21
pineville,Used,17
kirtland,Automotive,3
woodbridge,Hookah Bars,11
mount horeb,CSA,19
markham,British,34
las vegas,Home Services,57882
henderson,Automotive,11100
stuttgart,Food,5816
chandler,Barbeque,3660
cleveland heights,Massage,113
bethel park,Shopping,251
charlotte,Wine Bars,7478
las vegas,Ice Cream & Frozen Yogurt,19930
las vegas,Sporting Goods,5213
crafton,Salad,22
pittsburgh,Performing Arts,574
cleveland heights,Shopping,445
north olmsted,Barbers,21
toronto,Tea Rooms,3924
phoenix,Cremation Services,38
tempe,Day Spas,1480
oakville,Department Stores,37
peoria,Guns & Ammo,134
las vegas,Discount Store,4071
cleveland,Auto Repair,730
urbana,Propane,3
phoenix,Hospitals,1202
las vegas,Anesthesiologists,76
cleveland,Tires,381
glendale,Adult Entertainment,59
phoenix,Eyebrow Services,1104
litchfield park,Restaurants,3020
cleveland,Appliances,84
white oak,Restaurants,189
glendale,Auto Repair,1634
phoenix,Educational Services,726
tempe,Real Estate Services,344
bridgeville,Fitness & Instruction,71
henderson,Jet Skis,79
black earth,Food,6
cleveland,Nurseries & Gardening,85
markham,Yoga,201
strongsville,Pet Stores,65
scottsdale,Caterers,5134
pittsburgh,Men's Hair Salons,493
champaign,Asian Fusion,1330
scarborough,Greek,231
middleton,Caterers,42
tempe,Preschools,102
litchfield park,Sandwiches,157
gilbert,Cosmetic Dentists,897
charlotte,Street Vendors,1303
avondale,Hardware Stores,41
carnegie,Bars,342
westlake,General Dentistry,33
pittsburgh,Emergency Rooms,16
scottsdale,Pubs,3969
brampton,Southern,110
verona,Active Life,78
stuttgart,Irish,29
valley city,Breakfast & Brunch,34
carnegie,Car Dealers,20
gilbert,Urologists,37
gilbert,Paint-Your-Own Pottery,54
youngtown,Cafes,27
kent,Home Services,27
north versailles,Home & Garden,15
spring valley,Coffee & Tea,4
champaign,Do-It-Yourself Food,105
tolleson,Martial Arts,3
toronto,Luggage,117
homestead,Men's Clothing,28
gastonia,Home & Garden,68
henderson,Radiologists,162
gastonia,Sushi Bars,405
mayfield heights,American (New),233
concord,Art Galleries,3
imperial,Italian,34
hudson,Jewelry,11
middleburg heights,Sports Bars,128
scottsdale,Siding,7
litchfield park,Keys & Locksmiths,16
matthews,Nail Salons,231
mentor,Seafood,164
spring valley,Medical Spas,7
tempe,Cardio Classes,35
belmont,Gun/Rifle Ranges,20
surprise,Septic Services,3
twinsburg,Imported Food,21
woodmere,Local Services,53
mckees rocks,Property Management,7
middleton,Carpet Cleaning,4
cleveland heights,Lounges,105
north royalton,Farmers Market,10
stuttgart,Farmers Market,111
carnegie,Playgrounds,7
brook park,Bars,59
matthews,Accountants,6
markham,Leisure Centers,52
bethel park,Computers,13
surprise,Carpeting,156
north olmsted,Holiday Decorations,8
north olmsted,Knitting Supplies,8
glendale,Mass Media,10
west homestead,Event Planning & Services,21
kent,Auto Repair,70
vaughan,Car Stereo Installation,7
peoria,Playgrounds,53
laveen,Nightlife,151
york,American (Traditional),3
fairview park,Mediterranean,195
brampton,Professional Services,17
tuscola,Arts & Entertainment,10
rocky river,French,119
peoria,Wineries,85
north olmsted,Massage Therapy,11
mesa,Investing,50
presto,Shades & Blinds,4
las vegas,Shaved Snow,294
pittsburgh,Shoe Shine,23
willoughby,Wraps,7
columbia station,Life Insurance,3
henderson,Health Retreats,986
bay village,Specialty Food,8
tempe,Truck Rental,46
georgetown,Sandwiches,25
stow,Public Services & Government,3
monroeville,Local Fish Stores,17
brunswick,Campgrounds,3
monroeville,Water Heater Installation/Repair,11
belmont,Hotels,24
henderson,Gunsmith,13
york,Leather Goods,5
lyndhurst,Computers,15
bethel park,Cheesesteaks,18
belmont,Antiques,22
westlake,Internet Service Providers,4
grafton,Burgers,17
fort mill,Mobile Phone Repair,5
rantoul,Bikes,6
hinckley,Golf Lessons,9
chardon,Pets,18
maple,Burgers,35
stuttgart,Tours,95
frazer,Laser Eye Surgery/Lasik,8
huntersville,Dance Schools,5
lyndhurst,Fast Food,59
nobleton,Sushi Bars,14
brunswick,Auto Parts & Supplies,44
peoria,Cinema,161
montreal,Orthodontists,3
toronto,Windshield Installation & Repair,47
turtle creek,Nightlife,12
new town,French,3
medina,Home Cleaning,6
phoenix,Nursing Schools,9
currie,Event Planning & Services,4
middleburg heights,Vape Shops,14
avondale,Cardio Classes,3
streetsboro,Waxing,11
davidson,Golf,4
brooklyn,Szechuan,25
west mifflin,Breakfast & Brunch,37
la salle,Coffee & Tea,4
brook park,Bubble Tea,6
lakewood,Pretzels,30
wexford,Thrift Stores,8
north royalton,Optometrists,4
mesa,Massage Schools,3
avalon,Nightlife,6
hudson,Sporting Goods,4
willoughby,Department Stores,8
homestead,Gluten-Free,68
urbana,Computers,4
bethel park,Endocrinologists,3
harrisburg,Asian Fusion,11
middleton,Doctors,10
glenshaw,Donuts,6
north york,Bike Repair/Maintenance,3
monroeville,Wholesale Stores,4
lorain,Pet Services,3
painesville,Pet Services,3
avondale,Graphic Design,4
bethel park,Interior Design,3
cheswick,Home Services,6
brampton,Shoe Repair,3
goodyear,Vietnamese,444
beachwood,Interval Training Gyms,3
richmond heights,Oil Change Stations,6
edinburgh,Appliances & Repair,17
hudson,Coffee Roasteries,15
warrensville heights,Weight Loss Centers,6
murrysville,Building Supplies,3
lakewood,Real Estate Agents,3
litchfield park,Cannabis Clinics,17
indian trail,Boot Camps,10
bedford heights,Wedding Planning,3
bridgeville,Septic Services,5
swissvale,Electricians,15
strongsville,Bookstores,6
charlotte,Ethnic Grocery,8
pineville,Watch Repair,16
charlotte,Supernatural Readings,3
medina,Auto Detailing,6
avondale,Photographers,31
middleburg heights,Retina Specialists,3
cornelius,Personal Assistants,4
woodbridge,Cards & Stationery,4
mesa,Children's Museums,53
oakmont,Fitness & Instruction,4
urbana,Shipping Centers,7
sun city west,Windshield Installation & Repair,26
willoughby,Car Stereo Installation,7
tolleson,Sushi Bars,60
sun prairie,Sewing & Alterations,15
huntersville,Plastic Surgeons,8
amherst,Tattoo,3
eastlake,Specialty Food,7
fairview park,Libraries,6
moon,Shopping,18
anthem,Shipping Centers,6
brooklin,Shopping,9
bay village,Optometrists,11
dallas,Nightlife,7
vaughan,Art Schools,4
richmond heights,Trainers,15
painesville,Hardware Stores,6
solon,Internet Service Providers,6
beaconsfield,Soccer,3
old town,Bars,23
medina,Women's Clothing,5
monona,Toy Stores,7
canonsburg,Live/Raw Food,12
boulder city,Home Automation,4
avon,Men's Hair Salons,13
beachwood,Retina Specialists,3
kent,Hot Dogs,7
fountain hills,Estate Planning Law,3
avondale,Cheesesteaks,19
las vegas,Arts & Entertainment,195993
chester,Flowers & Gifts,8
pittsburgh,Hotels,3581
madison,Sporting Goods,695
aurora,Motorcycle Dealers,3
concord,Fast Food,730
toronto,Hotels & Travel,8704
gilbert,Local Services,4477
glendale,Food,12369
charlotte,Kitchen & Bath,702
toronto,Pubs,18594
aurora,Wine & Spirits,75
las vegas,Hair Loss Centers,308
mentor,Active Life,77
scottsdale,Italian,21538
las vegas,Translation Services,423
urbana,Shopping,556
avondale,Local Services,385
phoenix,Preschools,681
las vegas,Dance Wear,23
north ridgeville,Nightlife,233
avon lake,Burgers,143
fort mill,Drugstores,67
charlotte,Notaries,180
champaign,Pakistani,148
cleveland,Furniture Stores,122
glendale,Barbeque,1025
cave creek,Hair Salons,163
surprise,Hair Removal,537
mentor,Eyewear & Opticians,18
madison,Indonesian,220
coraopolis,Breakfast & Brunch,255
toronto,Cooking Schools,113
charlotte,Glass & Mirrors,19
matthews,Tree Services,6
pittsburgh,Middle Eastern,2289
phoenix,Radiologists,219
fort mill,Health & Medical,236
bridgeville,Breakfast & Brunch,236
willoughby hills,Parks,16
rocky river,Hair Stylists,55
glendale,Financial Advising,48
cross plains,Bars,29
las vegas,Soccer,254
glendale,Gold Buyers,69
mayfield heights,Hair Salons,68
irwin,Caterers,31
thornhill,Pizza,365
henderson,Caterers,2146
gastonia,Gift Shops,3
indian trail,Local Services,112
murrysville,Beauty & Spas,88
streetsboro,Appliances,5
belleville,Men's Clothing,83
plum,Soul Food,16
charlotte,Towing,221
cornelius,Nurseries & Gardening,34
fort mill,Flowers & Gifts,65
westlake,Mexican,209
brooklyn,Yoga,26
rantoul,Food,65
litchfield park,Orthodontists,49
pineville,Hotels & Travel,91
tempe,Damage Restoration,201
north las vegas,Uniforms,48
ambridge,Pizza,87
toronto,Dance Schools,96
boulder city,Beauty & Spas,133
twinsburg,Foundation Repair,5
huntersville,Convenience Stores,32
lakewood,Mexican,1220
cleveland,Newspapers & Magazines,8
hudson,Nurseries & Gardening,10
avondale,IT Services & Computer Repair,42
chardon,Music & Video,4
las vegas,Boudoir Photography,92
tolleson,Fitness & Instruction,29
charlotte,Commissioned Artists,4
madison,Pain Management,6
gilbert,Airsoft,22
toronto,Macarons,810
peoria,Korean,105
toronto,Video Game Stores,177
medina,Contractors,16
pickering,Car Stereo Installation,4
sturgeon,Pizza,3
york,Shopping,62
las vegas,Patisserie/Cake Shop,1314
monroeville,Bowling,9
thornhill,Falafel,20
gilbert,Gastroenterologist,16
tuscola,Venues & Event Spaces,4
pineville,Mass Media,6
mcmurray,Florists,7
cuyahoga falls,Cocktail Bars,142
bedford heights,Body Shops,4
rantoul,Hotels,12
stuttgart,Butcher,62
monroeville,Countertop Installation,3
